,DS,Y,Search,streaming,clickstream
1996,2021-06-19,4.0,0.0,0.0,0.0
1997,2021-06-20,37.0,0.0,1.0,0.0
1998,2021-06-21,17.0,3.0,1.0,0.0
1999,2021-06-22,42.0,9.0,1.0,0.0
2000,2021-06-23,33.0,1.0,0.0,0.0
2001,2021-06-24,24.0,2.0,0.0,0.0
2002,2021-06-25,16.0,0.0,0.0,0.0
2003,2021-06-26,10.0,0.0,0.0,0.0
2004,2021-06-27,17.0,0.0,0.0,0.0
2005,2021-06-28,15.0,0.0,1.0,0.0
2006,2021-06-29,21.0,0.0,1.0,0.0
2007,2021-06-30,19.0,1.0,0.0,0.0
2008,2021-07-01,34.0,3.0,1.0,0.0
2009,2021-07-02,12.0,0.0,0.0,0.0
2010,2021-07-03,3.0,3.0,0.0,0.0
2011,2021-07-04,15.0,1.0,1.0,0.0
2012,2021-07-05,21.0,0.0,0.0,0.0
2013,2021-07-06,20.0,0.0,1.0,0.0
2014,2021-07-07,13.0,0.0,0.0,0.0
2015,2021-07-08,15.0,0.0,0.0,0.0
2016,2021-07-09,21.0,0.0,0.0,0.0
2017,2021-07-10,5.0,0.0,0.0,0.0
2018,2021-07-11,15.0,0.0,0.0,0.0
2019,2021-07-12,36.0,0.0,0.0,0.0
2020,2021-07-13,15.0,7.0,1.0,0.0
2021,2021-07-14,31.0,1.0,1.0,0.0
2022,2021-07-15,38.0,0.0,1.0,0.0
2023,2021-07-16,12.0,0.0,1.0,0.0
2024,2021-07-17,27.0,1.0,1.0,0.0
2025,2021-07-18,7.0,0.0,0.0,0.0
2026,2021-07-19,14.0,0.0,0.0,0.0
2027,2021-07-20,26.0,2.0,1.0,0.0
2028,2021-07-21,29.0,2.0,0.0,0.0
2029,2021-07-22,23.0,2.0,1.0,0.0
2030,2021-07-23,7.0,0.0,0.0,0.0
2031,2021-07-24,8.0,1.0,1.0,0.0
2032,2021-07-25,27.0,0.0,0.0,0.0
2033,2021-07-26,18.0,18.0,0.0,0.0
2034,2021-07-27,8.0,0.0,0.0,0.0
2035,2021-07-28,33.0,1.0,1.0,0.0
2036,2021-07-29,38.0,9.0,1.0,0.0
2037,2021-07-30,25.0,5.0,1.0,0.0
2038,2021-07-31,18.0,0.0,0.0,0.0
2039,2021-08-01,12.0,0.0,0.0,0.0
2040,2021-08-02,28.0,0.0,0.0,0.0
2041,2021-08-03,24.0,1.0,1.0,0.0
2042,2021-08-04,23.0,0.0,0.0,0.0
2043,2021-08-05,19.0,0.0,0.0,0.0
2044,2021-08-06,24.0,0.0,0.0,0.0
2045,2021-08-07,22.0,0.0,0.0,0.0
2046,2021-08-08,12.0,0.0,0.0,0.0
2047,2021-08-09,9.0,0.0,0.0,0.0
2048,2021-08-10,17.0,0.0,0.0,0.0
2049,2021-08-11,20.0,0.0,0.0,0.0
2050,2021-08-12,21.0,0.0,1.0,0.0
2051,2021-08-13,57.0,2.0,0.0,0.0
2052,2021-08-14,12.0,0.0,0.0,0.0
2053,2021-08-15,23.0,0.0,0.0,0.0
2054,2021-08-16,17.0,0.0,0.0,0.0
2055,2021-08-17,36.0,0.0,1.0,0.0
2056,2021-08-18,42.0,0.0,0.0,0.0
2057,2021-08-19,25.0,0.0,0.0,0.0
2058,2021-08-20,17.0,0.0,1.0,0.0
2059,2021-08-21,9.0,0.0,1.0,0.0
2060,2021-08-22,8.0,0.0,0.0,0.0
2061,2021-08-23,24.0,2.0,1.0,0.0
2062,2021-08-24,7.0,0.0,0.0,0.0
2063,2021-08-25,18.0,0.0,0.0,0.0
2064,2021-08-26,10.0,0.0,0.0,0.0
2065,2021-08-27,8.0,0.0,0.0,0.0
2066,2021-08-28,10.0,0.0,0.0,0.0
2067,2021-08-29,28.0,0.0,1.0,0.0
2068,2021-08-30,13.0,0.0,1.0,0.0
2069,2021-08-31,19.0,0.0,1.0,0.0
2070,2021-09-01,14.0,2.0,0.0,0.0
2071,2021-09-02,8.0,0.0,0.0,0.0
2072,2021-09-03,3.0,0.0,0.0,0.0
2073,2021-09-04,0.0,0.0,0.0,0.0
2074,2021-09-05,2.0,0.0,0.0,0.0
2075,2021-09-06,5.0,0.0,0.0,0.0
2076,2021-09-07,9.0,1.0,0.0,0.0
2077,2021-09-08,6.0,0.0,0.0,0.0
2078,2021-09-09,14.0,0.0,0.0,0.0
2079,2021-09-10,16.0,0.0,0.0,0.0
2080,2021-09-11,30.0,5.0,1.0,0.0
2081,2021-09-12,77.0,0.0,1.0,0.0
2082,2021-09-13,22.0,0.0,1.0,0.0
2083,2021-09-14,22.0,2.0,1.0,0.0
2084,2021-09-15,18.0,0.0,1.0,0.0
2085,2021-09-16,20.0,2.0,1.0,0.0
2086,2021-09-17,11.0,0.0,1.0,0.0
2087,2021-09-18,15.0,0.0,0.0,0.0
2088,2021-09-19,33.0,0.0,1.0,0.0
2089,2021-09-20,20.0,0.0,0.0,0.0
2090,2021-09-21,28.0,0.0,1.0,0.0
2091,2021-09-22,14.0,0.0,0.0,0.0
2092,2021-09-23,18.0,3.0,0.0,0.0
2093,2021-09-24,28.0,1.0,1.0,0.0
2094,2021-09-25,32.0,1.0,0.0,0.0
2095,2021-09-26,40.0,0.0,0.0,0.0
2096,2021-09-27,18.0,0.0,0.0,0.0
2097,2021-09-28,29.0,0.0,0.0,0.0
2098,2021-09-29,16.0,0.0,0.0,0.0
2099,2021-09-30,25.0,0.0,0.0,0.0
2100,2021-10-01,21.0,5.0,0.0,0.0
2101,2021-10-02,16.0,0.0,0.0,0.0
2102,2021-10-03,48.0,1.0,0.0,0.0
2103,2021-10-04,36.0,5.0,0.0,0.0
2104,2021-10-05,25.0,0.0,0.0,0.0
2105,2021-10-06,22.0,2.0,1.0,0.0
2106,2021-10-07,21.0,21.0,0.0,0.0
2107,2021-10-08,11.0,3.0,1.0,0.0
2108,2021-10-09,13.0,0.0,0.0,0.0
2109,2021-10-10,10.0,0.0,0.0,0.0
2110,2021-10-11,15.0,0.0,0.0,0.0
2111,2021-10-12,26.0,0.0,0.0,0.0
2112,2021-10-13,8.0,0.0,0.0,0.0
2113,2021-10-14,12.0,0.0,0.0,0.0
2114,2021-10-15,16.0,0.0,0.0,0.0
2115,2021-10-16,1.0,0.0,0.0,0.0
2116,2021-10-17,7.0,0.0,0.0,0.0
2117,2021-10-18,9.0,2.0,0.0,0.0
2118,2021-10-19,11.0,0.0,0.0,0.0
2119,2021-10-20,18.0,0.0,1.0,0.0
2120,2021-10-21,10.0,1.0,1.0,0.0
2121,2021-10-22,8.0,0.0,0.0,0.0
2122,2021-10-23,11.0,0.0,0.0,0.0
2123,2021-10-24,15.0,3.0,0.0,0.0
2124,2021-10-25,7.0,0.0,1.0,0.0
2125,2021-10-26,8.0,0.0,0.0,0.0
2126,2021-10-27,13.0,0.0,1.0,0.0
2127,2021-10-28,3.0,0.0,1.0,0.0
2128,2021-10-29,16.0,0.0,1.0,0.0
2129,2021-10-30,6.0,0.0,0.0,0.0
2130,2021-10-31,15.0,0.0,1.0,0.0
2131,2021-11-01,0.0,0.0,0.0,0.0
2132,2021-11-02,19.0,0.0,1.0,0.0
2133,2021-11-03,13.0,0.0,0.0,0.0
2134,2021-11-04,11.0,0.0,0.0,0.0
2135,2021-11-05,9.0,0.0,0.0,0.0
2136,2021-11-06,1.0,0.0,0.0,0.0
2137,2021-11-07,1.0,0.0,0.0,0.0
2138,2021-11-08,2.0,0.0,1.0,0.0
2139,2021-11-09,1.0,0.0,0.0,0.0
2140,2021-11-10,7.0,0.0,1.0,0.0
2141,2021-11-11,11.0,0.0,0.0,0.0
2142,2021-11-12,0.0,0.0,0.0,0.0
2143,2021-11-13,6.0,2.0,0.0,0.0
2144,2021-11-14,23.0,6.0,0.0,0.0
2145,2021-11-15,17.0,0.0,1.0,0.0
2146,2021-11-16,17.0,0.0,1.0,0.0
2147,2021-11-17,16.0,4.0,1.0,0.0
2148,2021-11-18,2.0,0.0,0.0,0.0
2149,2021-11-19,8.0,0.0,0.0,0.0
2150,2021-11-20,11.0,0.0,1.0,0.0
2151,2021-11-21,27.0,0.0,0.0,0.0
2152,2021-11-22,14.0,2.0,1.0,0.0
2153,2021-11-23,2.0,0.0,0.0,0.0
2154,2021-11-24,8.0,0.0,1.0,0.0
2155,2021-11-25,3.0,0.0,0.0,0.0
2156,2021-11-26,11.0,0.0,0.0,0.0
2157,2021-11-27,10.0,0.0,0.0,0.0
2158,2021-11-28,14.0,0.0,0.0,0.0
2159,2021-11-29,12.0,1.0,1.0,0.0
2160,2021-11-30,10.0,1.0,0.0,0.0
2161,2021-12-01,0.0,0.0,0.0,0.0
2162,2021-12-02,5.0,1.0,1.0,0.0
2163,2021-12-03,13.0,2.0,0.0,0.0
2164,2021-12-04,5.0,2.0,1.0,0.0
2165,2021-12-05,15.0,0.0,0.0,0.0
2166,2021-12-06,12.0,0.0,0.0,0.0
2167,2021-12-07,36.0,0.0,1.0,0.0
2168,2021-12-08,9.0,0.0,0.0,0.0
2169,2021-12-09,8.0,0.0,1.0,0.0
2170,2021-12-10,0.0,0.0,0.0,0.0
2171,2021-12-11,4.0,0.0,1.0,0.0
2172,2021-12-12,31.0,7.0,0.0,0.0
2173,2021-12-13,25.0,3.0,1.0,0.0
2174,2021-12-14,13.0,2.0,1.0,0.0
2175,2021-12-15,11.0,1.0,1.0,0.0
2176,2021-12-16,16.0,0.0,1.0,0.0
2177,2021-12-17,9.0,0.0,1.0,0.0
2178,2021-12-18,0.0,0.0,0.0,0.0
2179,2021-12-19,8.0,0.0,1.0,0.0
2180,2021-12-20,1.0,0.0,1.0,0.0
2181,2021-12-21,14.0,0.0,1.0,0.0
2182,2021-12-22,18.0,0.0,0.0,0.0
2183,2021-12-23,31.0,3.0,1.0,0.0
2184,2021-12-24,6.0,0.0,1.0,0.0
2185,2021-12-25,15.0,0.0,0.0,0.0
2186,2021-12-26,61.0,5.0,1.0,0.0
2187,2021-12-27,13.0,0.0,0.0,0.0
2188,2021-12-28,22.0,4.0,0.0,0.0
2189,2021-12-29,1.0,0.0,0.0,0.0
2190,2021-12-30,15.0,0.0,0.0,0.0
2191,2021-12-31,21.0,0.0,1.0,0.0
2192,2022-01-01,14.0,0.0,0.0,0.0
2193,2022-01-02,18.0,0.0,0.0,0.0
2194,2022-01-03,32.0,6.0,1.0,0.0
2195,2022-01-04,20.0,2.0,1.0,0.0
2196,2022-01-05,28.0,2.0,1.0,0.0
2197,2022-01-06,24.0,0.0,0.0,0.0
2198,2022-01-07,19.0,2.0,1.0,0.0
2199,2022-01-08,45.0,2.0,1.0,0.0
2200,2022-01-09,22.0,0.0,0.0,0.0
2201,2022-01-10,8.0,0.0,1.0,0.0
2202,2022-01-11,17.0,0.0,0.0,0.0
2203,2022-01-12,12.0,0.0,0.0,0.0
2204,2022-01-13,21.0,0.0,1.0,0.0
2205,2022-01-14,47.0,3.0,0.0,0.0
2206,2022-01-15,35.0,0.0,0.0,0.0
2207,2022-01-16,32.0,4.0,0.0,0.0
2208,2022-01-17,5.0,0.0,0.0,0.0
2209,2022-01-18,7.0,0.0,0.0,0.0
2210,2022-01-19,2.0,0.0,0.0,0.0
2211,2022-01-20,6.0,0.0,0.0,0.0
2212,2022-01-21,3.0,0.0,0.0,0.0
2213,2022-01-22,4.0,0.0,0.0,0.0
2214,2022-01-23,10.0,0.0,0.0,0.0
2215,2022-01-24,11.0,0.0,0.0,0.0
2216,2022-01-25,14.0,0.0,0.0,0.0
2217,2022-01-26,3.0,0.0,0.0,0.0
2218,2022-01-27,2.0,0.0,0.0,0.0
2219,2022-01-28,4.0,0.0,0.0,0.0
2220,2022-01-29,14.0,2.0,1.0,0.0
2221,2022-01-30,17.0,0.0,0.0,0.0
2222,2022-01-31,6.0,2.0,0.0,0.0
2223,2022-02-01,15.0,0.0,1.0,0.0
2224,2022-02-02,1.0,0.0,0.0,0.0
2225,2022-02-03,19.0,0.0,0.0,0.0
2226,2022-02-04,32.0,0.0,1.0,0.0
2227,2022-02-05,12.0,2.0,0.0,0.0
2228,2022-02-06,21.0,0.0,0.0,0.0
2229,2022-02-07,9.0,0.0,1.0,0.0
2230,2022-02-08,4.0,0.0,0.0,0.0
2231,2022-02-09,9.0,0.0,0.0,0.0
2232,2022-02-10,0.0,0.0,0.0,0.0
2233,2022-02-11,24.0,0.0,1.0,0.0
2234,2022-02-12,21.0,0.0,0.0,0.0
2235,2022-02-13,31.0,0.0,0.0,0.0
2236,2022-02-14,10.0,0.0,0.0,0.0
2237,2022-02-15,4.0,0.0,0.0,0.0
2238,2022-02-16,5.0,0.0,0.0,0.0
2239,2022-02-17,12.0,0.0,0.0,0.0
2240,2022-02-18,0.0,0.0,0.0,0.0
2241,2022-02-19,11.0,0.0,0.0,0.0
2242,2022-02-20,0.0,0.0,0.0,0.0
2243,2022-02-21,0.0,0.0,0.0,0.0
2244,2022-02-22,8.0,0.0,0.0,0.0
2245,2022-02-23,7.0,0.0,1.0,0.0
2246,2022-02-24,2.0,0.0,1.0,0.0
2247,2022-02-25,4.0,0.0,0.0,0.0
2248,2022-02-26,0.0,0.0,0.0,0.0
2249,2022-02-27,7.0,0.0,1.0,0.0
2250,2022-02-28,29.0,0.0,1.0,0.0
2251,2022-03-01,7.0,0.0,1.0,0.0
2252,2022-03-02,20.0,3.0,0.0,0.0
2253,2022-03-03,22.0,11.0,0.0,0.0
2254,2022-03-04,13.0,0.0,1.0,0.0
2255,2022-03-05,9.0,2.0,0.0,0.0
2256,2022-03-06,36.0,7.0,0.0,0.0
2257,2022-03-07,30.0,0.0,0.0,0.0
2258,2022-03-08,7.0,0.0,1.0,0.0
2259,2022-03-09,10.0,0.0,1.0,0.0
2260,2022-03-10,15.0,0.0,0.0,0.0
2261,2022-03-11,20.0,5.0,0.0,0.0
2262,2022-03-12,12.0,0.0,1.0,0.0
2263,2022-03-13,1.0,2.0,1.0,0.0
2264,2022-03-14,11.0,0.0,1.0,0.0
2265,2022-03-15,20.0,0.0,1.0,0.0
2266,2022-03-16,30.0,0.0,0.0,0.0
2267,2022-03-17,18.0,0.0,1.0,0.0
2268,2022-03-18,21.0,2.0,0.0,0.0
2269,2022-03-19,6.0,2.0,0.0,0.0
2270,2022-03-20,17.0,0.0,0.0,0.0
2271,2022-03-21,15.0,0.0,0.0,0.0
2272,2022-03-22,4.0,0.0,1.0,0.0
2273,2022-03-23,6.0,3.0,1.0,0.0
2274,2022-03-24,1.0,0.0,0.0,0.0
2275,2022-03-25,11.0,36.0,1.0,0.0
2276,2022-03-26,6.0,4.0,1.0,0.0
2277,2022-03-27,6.0,2.0,1.0,0.0
2278,2022-03-28,14.0,0.0,1.0,0.0
2279,2022-03-29,12.0,0.0,1.0,0.0
2280,2022-03-30,13.0,2.0,1.0,0.0
2281,2022-03-31,11.0,4.0,0.0,0.0
2282,2022-04-01,9.0,0.0,1.0,0.0
2283,2022-04-02,45.0,2.0,0.0,0.0
2284,2022-04-03,28.0,0.0,1.0,0.0
2285,2022-04-04,21.0,0.0,1.0,0.0
2286,2022-04-05,12.0,0.0,0.0,0.0
2287,2022-04-06,6.0,0.0,1.0,0.0
2288,2022-04-07,19.0,0.0,1.0,0.0
2289,2022-04-08,25.0,0.0,1.0,0.0
2290,2022-04-09,52.0,0.0,0.0,0.0
2291,2022-04-10,16.0,0.0,1.0,0.0
2292,2022-04-11,18.0,0.0,1.0,0.0
2293,2022-04-12,19.0,0.0,0.0,0.0
2294,2022-04-13,10.0,0.0,1.0,0.0
2295,2022-04-14,15.0,2.0,1.0,0.0
2296,2022-04-15,30.0,4.0,0.0,0.0
2297,2022-04-16,41.0,8.0,1.0,0.0
2298,2022-04-17,13.0,0.0,0.0,0.0
2299,2022-04-18,11.0,0.0,0.0,0.0
2300,2022-04-19,14.0,2.0,0.0,0.0
2301,2022-04-20,20.0,0.0,0.0,0.0
2302,2022-04-21,21.0,0.0,0.0,0.0
2303,2022-04-22,44.0,7.0,1.0,0.0
2304,2022-04-23,13.0,0.0,0.0,0.0
2305,2022-04-24,20.0,5.0,0.0,0.0
2306,2022-04-25,31.0,0.0,0.0,0.0
2307,2022-04-26,20.0,0.0,1.0,0.0
2308,2022-04-27,7.0,0.0,0.0,0.0
2309,2022-04-28,12.0,0.0,1.0,0.0
2310,2022-04-29,16.0,0.0,0.0,0.0
2311,2022-04-30,26.0,2.0,0.0,0.0
2312,2022-05-01,3.0,0.0,0.0,0.0
2313,2022-05-02,14.0,0.0,1.0,0.0
2314,2022-05-03,6.0,0.0,1.0,0.0
2315,2022-05-04,3.0,0.0,1.0,0.0
2316,2022-05-05,9.0,2.0,0.0,0.0
2317,2022-05-06,14.0,6.0,0.0,0.0
2318,2022-05-07,9.0,0.0,0.0,0.0
2319,2022-05-08,4.0,0.0,0.0,0.0
2320,2022-05-09,4.0,0.0,0.0,0.0
2321,2022-05-10,26.0,4.0,1.0,0.0
2322,2022-05-11,22.0,3.0,0.0,0.0
2323,2022-05-12,14.0,0.0,1.0,0.0
2324,2022-05-13,36.0,2.0,0.0,0.0
2325,2022-05-14,22.0,0.0,1.0,0.0
2326,2022-05-15,7.0,0.0,0.0,0.0
2327,2022-05-16,36.0,7.0,1.0,0.0
2328,2022-05-17,13.0,0.0,0.0,0.0
2329,2022-05-18,10.0,0.0,0.0,0.0
2330,2022-05-19,14.0,0.0,0.0,0.0
2331,2022-05-20,7.0,0.0,1.0,0.0
2332,2022-05-21,16.0,4.0,0.0,0.0
2333,2022-05-22,1.0,0.0,0.0,0.0
2334,2022-05-23,15.0,2.0,1.0,0.0
2335,2022-05-24,6.0,0.0,0.0,0.0
2336,2022-05-25,13.0,3.0,0.0,0.0
2337,2022-05-26,30.0,0.0,1.0,0.0
2338,2022-05-27,6.0,0.0,1.0,0.0
2339,2022-05-28,30.0,0.0,1.0,0.0
2340,2022-05-29,30.0,5.0,1.0,0.0
2341,2022-05-30,29.0,0.0,1.0,0.0
2342,2022-05-31,13.0,0.0,1.0,0.0
2343,2022-06-01,8.0,0.0,0.0,0.0
2344,2022-06-02,22.0,3.0,1.0,0.0
2345,2022-06-03,8.0,0.0,1.0,0.0
2346,2022-06-04,0.0,0.0,0.0,0.0
2347,2022-06-05,0.0,0.0,0.0,0.0
2348,2022-06-06,12.0,0.0,1.0,0.0
2349,2022-06-07,12.0,0.0,1.0,0.0
2350,2022-06-08,16.0,0.0,1.0,0.0
2351,2022-06-09,14.0,0.0,0.0,0.0
2352,2022-06-10,10.0,0.0,0.0,0.0
2353,2022-06-11,1.0,0.0,0.0,0.0
2354,2022-06-12,50.0,2.0,0.0,0.0
2355,2022-06-13,5.0,0.0,0.0,0.0
2356,2022-06-14,14.0,0.0,0.0,0.0
2357,2022-06-15,30.0,0.0,0.0,0.0
2358,2022-06-16,6.0,0.0,0.0,0.0
2359,2022-06-17,0.0,0.0,0.0,0.0
2360,2022-06-18,8.0,0.0,0.0,0.0
2361,2022-06-19,6.0,2.0,0.0,0.0
2362,2022-06-20,11.0,2.0,0.0,0.0
2363,2022-06-21,26.0,14.0,0.0,0.0
2364,2022-06-22,21.0,2.0,1.0,0.0
2365,2022-06-23,6.0,0.0,1.0,0.0
2366,2022-06-24,5.0,0.0,0.0,0.0
2367,2022-06-25,7.0,0.0,0.0,0.0
2368,2022-06-26,9.0,0.0,0.0,0.0
2369,2022-06-27,10.0,0.0,0.0,0.0
2370,2022-06-28,23.0,0.0,0.0,0.0
2371,2022-06-29,25.0,4.0,0.0,0.0
2372,2022-06-30,13.0,0.0,0.0,0.0
2373,2022-07-01,17.0,5.0,1.0,0.0
2374,2022-07-02,46.0,5.0,0.0,0.0
2375,2022-07-03,11.0,0.0,1.0,0.0
2376,2022-07-04,26.0,0.0,0.0,0.0
2377,2022-07-05,20.0,0.0,1.0,0.0
2378,2022-07-06,22.0,0.0,1.0,0.0
2379,2022-07-07,18.0,0.0,1.0,0.0
2380,2022-07-08,11.0,0.0,0.0,0.0
2381,2022-07-09,16.0,0.0,1.0,0.0
2382,2022-07-10,7.0,0.0,1.0,0.0
2383,2022-07-11,32.0,0.0,1.0,0.0
2384,2022-07-12,17.0,0.0,0.0,0.0
2385,2022-07-13,22.0,2.0,0.0,0.0
2386,2022-07-14,9.0,0.0,0.0,0.0
2387,2022-07-15,14.0,7.0,0.0,0.0
2388,2022-07-16,5.0,0.0,0.0,0.0
2389,2022-07-17,8.0,0.0,0.0,0.0
2390,2022-07-18,5.0,0.0,0.0,0.0
2391,2022-07-19,11.0,3.0,0.0,0.0
2392,2022-07-20,10.0,0.0,0.0,0.0
2393,2022-07-21,21.0,0.0,0.0,0.0
2394,2022-07-22,10.0,0.0,0.0,0.0
2395,2022-07-23,21.0,0.0,1.0,0.0
2396,2022-07-24,8.0,0.0,0.0,0.0
2397,2022-07-25,10.0,0.0,0.0,0.0
2398,2022-07-26,17.0,0.0,0.0,0.0
2399,2022-07-27,10.0,0.0,0.0,0.0
2400,2022-07-28,5.0,0.0,0.0,0.0
2401,2022-07-29,20.0,0.0,0.0,0.0
2402,2022-07-30,8.0,0.0,0.0,0.0
2403,2022-07-31,31.0,0.0,0.0,0.0
2404,2022-08-01,14.0,0.0,0.0,0.0
2405,2022-08-02,11.0,0.0,0.0,0.0
2406,2022-08-03,4.0,0.0,0.0,0.0
2407,2022-08-04,10.0,4.0,0.0,0.0
2408,2022-08-05,3.0,0.0,0.0,0.0
2409,2022-08-06,28.0,2.0,0.0,0.0
2410,2022-08-07,35.0,4.0,0.0,0.0
2411,2022-08-08,9.0,2.0,0.0,0.0
2412,2022-08-09,5.0,0.0,1.0,0.0
2413,2022-08-10,11.0,0.0,0.0,0.0
2414,2022-08-11,1.0,0.0,0.0,0.0
2415,2022-08-12,13.0,0.0,0.0,0.0
2416,2022-08-13,19.0,0.0,0.0,0.0
2417,2022-08-14,16.0,6.0,1.0,0.0
2418,2022-08-15,13.0,0.0,1.0,0.0
2419,2022-08-16,5.0,0.0,0.0,0.0
2420,2022-08-17,10.0,10.0,1.0,0.0
2421,2022-08-18,24.0,3.0,1.0,0.0
2422,2022-08-19,13.0,1.0,1.0,0.0
2423,2022-08-20,15.0,2.0,1.0,0.0
2424,2022-08-21,30.0,3.0,1.0,0.0
2425,2022-08-22,25.0,3.0,1.0,0.0
2426,2022-08-23,5.0,0.0,0.0,0.0
2427,2022-08-24,5.0,0.0,1.0,0.0
2428,2022-08-25,17.0,0.0,1.0,0.0
2429,2022-08-26,9.0,5.0,1.0,0.0
2430,2022-08-27,38.0,2.0,1.0,0.0
2431,2022-08-28,42.0,0.0,1.0,0.0
2432,2022-08-29,16.0,0.0,0.0,0.0
2433,2022-08-30,49.0,11.0,1.0,0.0
2434,2022-08-31,41.0,0.0,1.0,0.0
2435,2022-09-01,13.0,0.0,1.0,0.0
2436,2022-09-02,9.0,0.0,1.0,0.0
2437,2022-09-03,38.0,0.0,1.0,0.0
2438,2022-09-04,94.0,35.0,1.0,0.0
2439,2022-09-05,28.0,0.0,1.0,0.0
2440,2022-09-06,9.0,2.0,1.0,0.0
2441,2022-09-07,23.0,4.0,1.0,0.0
2442,2022-09-08,12.0,5.0,1.0,0.0
2443,2022-09-09,0.0,0.0,0.0,0.0
2444,2022-09-10,19.0,0.0,1.0,0.0
2445,2022-09-11,20.0,0.0,1.0,0.0
2446,2022-09-12,11.0,0.0,1.0,0.0
2447,2022-09-13,13.0,0.0,1.0,0.0
2448,2022-09-14,6.0,0.0,1.0,0.0
2449,2022-09-15,24.0,2.0,1.0,0.0
2450,2022-09-16,14.0,0.0,1.0,0.0
2451,2022-09-17,22.0,0.0,1.0,0.0
2452,2022-09-18,20.0,0.0,1.0,0.0
2453,2022-09-19,8.0,0.0,1.0,0.0
2454,2022-09-20,5.0,0.0,1.0,0.0
2455,2022-09-21,6.0,0.0,0.0,0.0
2456,2022-09-22,14.0,0.0,1.0,0.0
2457,2022-09-23,27.0,0.0,1.0,0.0
2458,2022-09-24,53.0,1.0,1.0,0.0
2459,2022-09-25,48.0,0.0,0.0,0.0
2460,2022-09-26,14.0,6.0,1.0,0.0
2461,2022-09-27,18.0,0.0,1.0,0.0
2462,2022-09-28,7.0,0.0,1.0,0.0
2463,2022-09-29,10.0,0.0,1.0,0.0
2464,2022-09-30,3.0,0.0,1.0,0.0
2465,2022-10-01,0.0,0.0,0.0,0.0
2466,2022-10-02,16.0,0.0,1.0,0.0
2467,2022-10-03,7.0,0.0,1.0,0.0
2468,2022-10-04,11.0,1.0,1.0,0.0
2469,2022-10-05,9.0,3.0,1.0,0.0
2470,2022-10-06,19.0,1.0,1.0,0.0
2471,2022-10-07,6.0,0.0,1.0,0.0
2472,2022-10-08,0.0,0.0,0.0,0.0
2473,2022-10-09,15.0,4.0,1.0,0.0
2474,2022-10-10,0.0,0.0,0.0,0.0
2475,2022-10-11,1.0,0.0,1.0,0.0
2476,2022-10-12,20.0,0.0,1.0,0.0
2477,2022-10-13,18.0,0.0,1.0,0.0
2478,2022-10-14,8.0,0.0,1.0,0.0
2479,2022-10-15,9.0,0.0,1.0,0.0
2480,2022-10-16,16.0,2.0,0.0,0.0
2481,2022-10-17,26.0,0.0,1.0,0.0
2482,2022-10-18,18.0,0.0,1.0,0.0
2483,2022-10-19,26.0,0.0,1.0,0.0
2484,2022-10-20,16.0,3.0,1.0,0.0
2485,2022-10-21,11.0,1.0,1.0,0.0
2486,2022-10-22,17.0,2.0,1.0,0.0
2487,2022-10-23,27.0,0.0,1.0,0.0
2488,2022-10-24,14.0,0.0,1.0,0.0
2489,2022-10-25,4.0,0.0,0.0,0.0
2490,2022-10-26,14.0,0.0,1.0,0.0
2491,2022-10-27,5.0,0.0,1.0,0.0
2492,2022-10-28,0.0,0.0,0.0,0.0
2493,2022-10-29,6.0,0.0,1.0,0.0
2494,2022-10-30,4.0,0.0,1.0,0.0
2495,2022-10-31,16.0,1.0,0.0,0.0
2496,2022-11-01,11.0,1.0,1.0,0.0
2497,2022-11-02,31.0,8.0,1.0,0.0
2498,2022-11-03,9.0,2.0,0.0,0.0
2499,2022-11-04,8.0,0.0,1.0,0.0
2500,2022-11-05,6.0,0.0,1.0,0.0
2501,2022-11-06,2.0,0.0,1.0,0.0
2502,2022-11-07,9.0,0.0,1.0,0.0
2503,2022-11-08,5.0,2.0,0.0,0.0
2504,2022-11-09,13.0,2.0,1.0,0.0
2505,2022-11-10,21.0,0.0,0.0,0.0
2506,2022-11-11,13.0,0.0,1.0,0.0
2507,2022-11-12,28.0,0.0,1.0,0.0
2508,2022-11-13,32.0,0.0,0.0,0.0
2509,2022-11-14,10.0,0.0,1.0,0.0
2510,2022-11-15,12.0,0.0,1.0,0.0
2511,2022-11-16,22.0,2.0,1.0,0.0
2512,2022-11-17,21.0,0.0,1.0,0.0
2513,2022-11-18,15.0,0.0,1.0,0.0
2514,2022-11-19,28.0,0.0,1.0,0.0
2515,2022-11-20,36.0,1.0,1.0,0.0
2516,2022-11-21,26.0,0.0,0.0,0.0
2517,2022-11-22,72.0,2.0,1.0,0.0
2518,2022-11-23,34.0,0.0,1.0,0.0
2519,2022-11-24,24.0,0.0,1.0,0.0
2520,2022-11-25,14.0,0.0,1.0,0.0
2521,2022-11-26,14.0,0.0,1.0,0.0
2522,2022-11-27,17.0,0.0,1.0,0.0
2523,2022-11-28,11.0,0.0,1.0,0.0
2524,2022-11-29,18.0,9.0,0.0,0.0
2525,2022-11-30,46.0,3.0,1.0,0.0
2526,2022-12-01,31.0,4.0,1.0,0.0
2527,2022-12-02,7.0,0.0,1.0,0.0
2528,2022-12-03,19.0,0.0,1.0,0.0
2529,2022-12-04,19.0,0.0,1.0,0.0
2530,2022-12-05,21.0,0.0,1.0,0.0
2531,2022-12-06,21.0,2.0,0.0,0.0
2532,2022-12-07,41.0,0.0,1.0,0.0
