,DS,Y
2067,2021-08-29,28.0
2068,2021-08-30,13.0
2069,2021-08-31,19.0
2070,2021-09-01,14.0
2071,2021-09-02,8.0
2072,2021-09-03,3.0
2073,2021-09-04,0.0
2074,2021-09-05,2.0
2075,2021-09-06,5.0
2076,2021-09-07,9.0
2077,2021-09-08,6.0
2078,2021-09-09,14.0
2079,2021-09-10,16.0
2080,2021-09-11,30.0
2081,2021-09-12,77.0
2082,2021-09-13,22.0
2083,2021-09-14,22.0
2084,2021-09-15,18.0
2085,2021-09-16,20.0
2086,2021-09-17,11.0
2087,2021-09-18,15.0
2088,2021-09-19,33.0
2089,2021-09-20,20.0
2090,2021-09-21,28.0
2091,2021-09-22,14.0
2092,2021-09-23,18.0
2093,2021-09-24,28.0
2094,2021-09-25,32.0
2095,2021-09-26,40.0
2096,2021-09-27,18.0
2097,2021-09-28,29.0
2098,2021-09-29,16.0
2099,2021-09-30,25.0
2100,2021-10-01,21.0
2101,2021-10-02,16.0
2102,2021-10-03,48.0
2103,2021-10-04,36.0
2104,2021-10-05,25.0
2105,2021-10-06,22.0
2106,2021-10-07,21.0
2107,2021-10-08,11.0
2108,2021-10-09,13.0
2109,2021-10-10,10.0
2110,2021-10-11,15.0
2111,2021-10-12,26.0
2112,2021-10-13,8.0
2113,2021-10-14,12.0
2114,2021-10-15,16.0
2115,2021-10-16,1.0
2116,2021-10-17,7.0
2117,2021-10-18,9.0
2118,2021-10-19,11.0
2119,2021-10-20,18.0
2120,2021-10-21,10.0
2121,2021-10-22,8.0
2122,2021-10-23,11.0
2123,2021-10-24,15.0
2124,2021-10-25,7.0
2125,2021-10-26,8.0
2126,2021-10-27,13.0
2127,2021-10-28,3.0
2128,2021-10-29,16.0
2129,2021-10-30,6.0
2130,2021-10-31,15.0
2131,2021-11-01,0.0
2132,2021-11-02,19.0
2133,2021-11-03,13.0
2134,2021-11-04,11.0
2135,2021-11-05,9.0
2136,2021-11-06,1.0
2137,2021-11-07,1.0
2138,2021-11-08,2.0
2139,2021-11-09,1.0
2140,2021-11-10,7.0
2141,2021-11-11,11.0
2142,2021-11-12,0.0
2143,2021-11-13,6.0
2144,2021-11-14,23.0
2145,2021-11-15,17.0
2146,2021-11-16,17.0
2147,2021-11-17,16.0
2148,2021-11-18,2.0
2149,2021-11-19,8.0
2150,2021-11-20,11.0
2151,2021-11-21,27.0
2152,2021-11-22,14.0
2153,2021-11-23,2.0
2154,2021-11-24,8.0
2155,2021-11-25,3.0
2156,2021-11-26,11.0
2157,2021-11-27,10.0
2158,2021-11-28,14.0
2159,2021-11-29,12.0
2160,2021-11-30,10.0
2161,2021-12-01,0.0
2162,2021-12-02,5.0
2163,2021-12-03,13.0
2164,2021-12-04,5.0
2165,2021-12-05,15.0
2166,2021-12-06,12.0
2167,2021-12-07,36.0
2168,2021-12-08,9.0
2169,2021-12-09,8.0
2170,2021-12-10,0.0
2171,2021-12-11,4.0
2172,2021-12-12,31.0
2173,2021-12-13,25.0
2174,2021-12-14,13.0
2175,2021-12-15,11.0
2176,2021-12-16,16.0
2177,2021-12-17,9.0
2178,2021-12-18,0.0
2179,2021-12-19,8.0
2180,2021-12-20,1.0
2181,2021-12-21,14.0
2182,2021-12-22,18.0
2183,2021-12-23,31.0
2184,2021-12-24,6.0
2185,2021-12-25,15.0
2186,2021-12-26,61.0
2187,2021-12-27,13.0
2188,2021-12-28,22.0
2189,2021-12-29,1.0
2190,2021-12-30,15.0
2191,2021-12-31,21.0
2192,2022-01-01,14.0
2193,2022-01-02,18.0
2194,2022-01-03,32.0
2195,2022-01-04,20.0
2196,2022-01-05,28.0
2197,2022-01-06,24.0
2198,2022-01-07,19.0
2199,2022-01-08,45.0
2200,2022-01-09,22.0
2201,2022-01-10,8.0
2202,2022-01-11,17.0
2203,2022-01-12,12.0
2204,2022-01-13,21.0
2205,2022-01-14,47.0
2206,2022-01-15,35.0
2207,2022-01-16,32.0
2208,2022-01-17,5.0
2209,2022-01-18,7.0
2210,2022-01-19,2.0
2211,2022-01-20,6.0
2212,2022-01-21,3.0
2213,2022-01-22,4.0
2214,2022-01-23,10.0
2215,2022-01-24,11.0
2216,2022-01-25,14.0
2217,2022-01-26,3.0
2218,2022-01-27,2.0
2219,2022-01-28,4.0
2220,2022-01-29,14.0
2221,2022-01-30,17.0
2222,2022-01-31,6.0
2223,2022-02-01,15.0
2224,2022-02-02,1.0
2225,2022-02-03,19.0
2226,2022-02-04,32.0
2227,2022-02-05,12.0
2228,2022-02-06,21.0
2229,2022-02-07,9.0
2230,2022-02-08,4.0
2231,2022-02-09,9.0
2232,2022-02-10,0.0
2233,2022-02-11,24.0
2234,2022-02-12,21.0
2235,2022-02-13,31.0
2236,2022-02-14,10.0
2237,2022-02-15,4.0
2238,2022-02-16,5.0
2239,2022-02-17,12.0
2240,2022-02-18,0.0
2241,2022-02-19,11.0
2242,2022-02-20,0.0
2243,2022-02-21,0.0
2244,2022-02-22,8.0
2245,2022-02-23,7.0
2246,2022-02-24,2.0
2247,2022-02-25,4.0
2248,2022-02-26,0.0
2249,2022-02-27,7.0
2250,2022-02-28,29.0
2251,2022-03-01,7.0
2252,2022-03-02,20.0
2253,2022-03-03,22.0
2254,2022-03-04,13.0
2255,2022-03-05,9.0
2256,2022-03-06,36.0
2257,2022-03-07,30.0
2258,2022-03-08,7.0
2259,2022-03-09,10.0
2260,2022-03-10,15.0
2261,2022-03-11,20.0
2262,2022-03-12,12.0
2263,2022-03-13,1.0
2264,2022-03-14,11.0
2265,2022-03-15,20.0
2266,2022-03-16,30.0
2267,2022-03-17,18.0
2268,2022-03-18,21.0
2269,2022-03-19,6.0
2270,2022-03-20,17.0
2271,2022-03-21,15.0
2272,2022-03-22,4.0
2273,2022-03-23,6.0
2274,2022-03-24,1.0
2275,2022-03-25,11.0
2276,2022-03-26,6.0
2277,2022-03-27,6.0
2278,2022-03-28,14.0
2279,2022-03-29,12.0
2280,2022-03-30,13.0
2281,2022-03-31,11.0
2282,2022-04-01,9.0
2283,2022-04-02,45.0
2284,2022-04-03,28.0
2285,2022-04-04,21.0
2286,2022-04-05,12.0
2287,2022-04-06,6.0
2288,2022-04-07,19.0
2289,2022-04-08,25.0
2290,2022-04-09,52.0
2291,2022-04-10,16.0
2292,2022-04-11,18.0
2293,2022-04-12,19.0
2294,2022-04-13,10.0
2295,2022-04-14,15.0
2296,2022-04-15,30.0
2297,2022-04-16,41.0
2298,2022-04-17,13.0
2299,2022-04-18,11.0
2300,2022-04-19,14.0
2301,2022-04-20,20.0
2302,2022-04-21,21.0
2303,2022-04-22,44.0
2304,2022-04-23,13.0
2305,2022-04-24,20.0
2306,2022-04-25,31.0
2307,2022-04-26,20.0
2308,2022-04-27,7.0
2309,2022-04-28,12.0
2310,2022-04-29,16.0
2311,2022-04-30,26.0
2312,2022-05-01,3.0
2313,2022-05-02,14.0
2314,2022-05-03,6.0
2315,2022-05-04,3.0
2316,2022-05-05,9.0
2317,2022-05-06,14.0
2318,2022-05-07,9.0
2319,2022-05-08,4.0
2320,2022-05-09,4.0
2321,2022-05-10,26.0
2322,2022-05-11,22.0
2323,2022-05-12,14.0
2324,2022-05-13,36.0
2325,2022-05-14,22.0
2326,2022-05-15,7.0
2327,2022-05-16,36.0
2328,2022-05-17,13.0
2329,2022-05-18,10.0
2330,2022-05-19,14.0
2331,2022-05-20,7.0
2332,2022-05-21,16.0
2333,2022-05-22,1.0
2334,2022-05-23,15.0
2335,2022-05-24,6.0
2336,2022-05-25,13.0
2337,2022-05-26,30.0
2338,2022-05-27,6.0
2339,2022-05-28,30.0
2340,2022-05-29,30.0
2341,2022-05-30,29.0
2342,2022-05-31,13.0
2343,2022-06-01,8.0
2344,2022-06-02,22.0
2345,2022-06-03,8.0
2346,2022-06-04,0.0
2347,2022-06-05,0.0
2348,2022-06-06,12.0
2349,2022-06-07,12.0
2350,2022-06-08,16.0
2351,2022-06-09,14.0
2352,2022-06-10,10.0
2353,2022-06-11,1.0
2354,2022-06-12,50.0
2355,2022-06-13,5.0
2356,2022-06-14,14.0
2357,2022-06-15,30.0
2358,2022-06-16,6.0
2359,2022-06-17,0.0
2360,2022-06-18,8.0
2361,2022-06-19,6.0
2362,2022-06-20,11.0
2363,2022-06-21,26.0
2364,2022-06-22,21.0
2365,2022-06-23,6.0
2366,2022-06-24,5.0
2367,2022-06-25,7.0
2368,2022-06-26,9.0
2369,2022-06-27,10.0
2370,2022-06-28,23.0
2371,2022-06-29,25.0
2372,2022-06-30,13.0
2373,2022-07-01,17.0
2374,2022-07-02,46.0
2375,2022-07-03,11.0
2376,2022-07-04,26.0
2377,2022-07-05,20.0
2378,2022-07-06,22.0
2379,2022-07-07,18.0
2380,2022-07-08,11.0
2381,2022-07-09,16.0
2382,2022-07-10,7.0
2383,2022-07-11,32.0
2384,2022-07-12,17.0
2385,2022-07-13,22.0
2386,2022-07-14,9.0
2387,2022-07-15,14.0
2388,2022-07-16,5.0
2389,2022-07-17,8.0
2390,2022-07-18,5.0
2391,2022-07-19,11.0
2392,2022-07-20,10.0
2393,2022-07-21,21.0
2394,2022-07-22,10.0
2395,2022-07-23,21.0
2396,2022-07-24,8.0
2397,2022-07-25,10.0
2398,2022-07-26,17.0
2399,2022-07-27,10.0
2400,2022-07-28,5.0
2401,2022-07-29,20.0
2402,2022-07-30,8.0
2403,2022-07-31,31.0
2404,2022-08-01,14.0
2405,2022-08-02,11.0
2406,2022-08-03,4.0
2407,2022-08-04,10.0
2408,2022-08-05,3.0
2409,2022-08-06,28.0
2410,2022-08-07,35.0
2411,2022-08-08,9.0
2412,2022-08-09,5.0
2413,2022-08-10,11.0
2414,2022-08-11,1.0
2415,2022-08-12,13.0
2416,2022-08-13,19.0
2417,2022-08-14,16.0
2418,2022-08-15,13.0
2419,2022-08-16,5.0
2420,2022-08-17,10.0
2421,2022-08-18,24.0
2422,2022-08-19,13.0
2423,2022-08-20,15.0
2424,2022-08-21,30.0
2425,2022-08-22,25.0
2426,2022-08-23,5.0
2427,2022-08-24,5.0
2428,2022-08-25,17.0
2429,2022-08-26,9.0
2430,2022-08-27,38.0
2431,2022-08-28,42.0
2432,2022-08-29,16.0
2433,2022-08-30,49.0
2434,2022-08-31,41.0
2435,2022-09-01,13.0
2436,2022-09-02,9.0
2437,2022-09-03,38.0
2438,2022-09-04,94.0
2439,2022-09-05,28.0
2440,2022-09-06,9.0
2441,2022-09-07,23.0
2442,2022-09-08,12.0
2443,2022-09-09,0.0
2444,2022-09-10,19.0
2445,2022-09-11,20.0
2446,2022-09-12,11.0
2447,2022-09-13,13.0
2448,2022-09-14,6.0
2449,2022-09-15,24.0
2450,2022-09-16,14.0
2451,2022-09-17,22.0
2452,2022-09-18,20.0
2453,2022-09-19,8.0
2454,2022-09-20,5.0
2455,2022-09-21,6.0
2456,2022-09-22,14.0
2457,2022-09-23,27.0
2458,2022-09-24,53.0
2459,2022-09-25,48.0
2460,2022-09-26,14.0
2461,2022-09-27,18.0
2462,2022-09-28,7.0
2463,2022-09-29,10.0
2464,2022-09-30,3.0
2465,2022-10-01,0.0
2466,2022-10-02,16.0
2467,2022-10-03,7.0
2468,2022-10-04,11.0
2469,2022-10-05,9.0
2470,2022-10-06,19.0
2471,2022-10-07,6.0
2472,2022-10-08,0.0
2473,2022-10-09,15.0
2474,2022-10-10,0.0
2475,2022-10-11,1.0
2476,2022-10-12,20.0
2477,2022-10-13,18.0
2478,2022-10-14,8.0
2479,2022-10-15,9.0
2480,2022-10-16,16.0
2481,2022-10-17,26.0
2482,2022-10-18,18.0
2483,2022-10-19,26.0
2484,2022-10-20,16.0
2485,2022-10-21,11.0
2486,2022-10-22,17.0
2487,2022-10-23,27.0
2488,2022-10-24,14.0
2489,2022-10-25,4.0
2490,2022-10-26,14.0
2491,2022-10-27,5.0
2492,2022-10-28,0.0
2493,2022-10-29,6.0
2494,2022-10-30,4.0
2495,2022-10-31,16.0
2496,2022-11-01,11.0
2497,2022-11-02,31.0
2498,2022-11-03,9.0
2499,2022-11-04,8.0
2500,2022-11-05,6.0
2501,2022-11-06,2.0
2502,2022-11-07,9.0
2503,2022-11-08,5.0
2504,2022-11-09,13.0
2505,2022-11-10,21.0
2506,2022-11-11,13.0
2507,2022-11-12,28.0
2508,2022-11-13,32.0
2509,2022-11-14,10.0
2510,2022-11-15,12.0
2511,2022-11-16,22.0
2512,2022-11-17,21.0
2513,2022-11-18,15.0
2514,2022-11-19,28.0
2515,2022-11-20,36.0
2516,2022-11-21,26.0
2517,2022-11-22,72.0
2518,2022-11-23,34.0
2519,2022-11-24,24.0
2520,2022-11-25,14.0
2521,2022-11-26,14.0
2522,2022-11-27,17.0
2523,2022-11-28,11.0
2524,2022-11-29,18.0
2525,2022-11-30,46.0
2526,2022-12-01,31.0
2527,2022-12-02,7.0
2528,2022-12-03,19.0
2529,2022-12-04,19.0
2530,2022-12-05,21.0
2531,2022-12-06,21.0
2532,2022-12-07,41.0
2533,2022-12-08,13.0
2534,2022-12-09,19.0
2535,2022-12-10,25.0
2536,2022-12-11,58.0
2537,2022-12-12,16.0
2538,2022-12-13,25.0
2539,2022-12-14,16.0
2540,2022-12-15,17.0
2541,2022-12-16,11.0
2542,2022-12-17,12.0
2543,2022-12-18,5.0
2544,2022-12-19,37.0
2545,2022-12-20,20.0
2546,2022-12-21,13.0
2547,2022-12-22,6.0
2548,2022-12-23,30.0
2549,2022-12-24,7.0
2550,2022-12-25,10.0
2551,2022-12-26,9.0
2552,2022-12-27,25.0
2553,2022-12-28,9.0
2554,2022-12-29,19.0
2555,2022-12-30,36.0
2556,2022-12-31,15.0
2557,2023-01-01,18.0
2558,2023-01-02,45.0
2559,2023-01-03,26.0
2560,2023-01-04,27.0
2561,2023-01-05,12.0
2562,2023-01-06,19.0
2563,2023-01-07,47.0
2564,2023-01-08,44.0
2565,2023-01-09,4.0
2566,2023-01-10,28.0
2567,2023-01-11,9.0
2568,2023-01-12,8.0
2569,2023-01-13,27.0
2570,2023-01-14,9.0
2571,2023-01-15,36.0
2572,2023-01-16,6.0
2573,2023-01-17,2.0
2574,2023-01-18,1.0
2575,2023-01-19,10.0
2576,2023-01-20,12.0
2577,2023-01-21,7.0
2578,2023-01-22,6.0
2579,2023-01-23,7.0
2580,2023-01-24,11.0
2581,2023-01-25,36.0
2582,2023-01-26,36.0
2583,2023-01-27,9.0
2584,2023-01-28,4.0
2585,2023-01-29,26.0
2586,2023-01-30,41.0
2587,2023-01-31,34.0
2588,2023-02-01,15.0
2589,2023-02-02,18.0
2590,2023-02-03,25.0
2591,2023-02-04,7.0
2592,2023-02-05,17.0
2593,2023-02-06,18.0
2594,2023-02-07,34.0
2595,2023-02-08,24.0
2596,2023-02-09,29.0
2597,2023-02-10,20.0
2598,2023-02-11,28.0
2599,2023-02-12,8.0
2600,2023-02-13,31.0
2601,2023-02-14,28.0
2602,2023-02-15,35.0
2603,2023-02-16,24.0
2604,2023-02-17,33.0
2605,2023-02-18,33.0
2606,2023-02-19,36.0
2607,2023-02-20,12.0
2608,2023-02-21,35.0
2609,2023-02-22,16.0
2610,2023-02-23,22.0
2611,2023-02-24,39.0
2612,2023-02-25,23.0
2613,2023-02-26,18.0
2614,2023-02-27,30.0
2615,2023-02-28,21.0
2616,2023-03-01,26.0
2617,2023-03-02,25.0
2618,2023-03-03,23.0
2619,2023-03-04,16.0
2620,2023-03-05,47.0
2621,2023-03-06,25.0
2622,2023-03-07,14.0
2623,2023-03-08,28.0
2624,2023-03-09,19.0
2625,2023-03-10,26.0
2626,2023-03-11,4.0
2627,2023-03-12,27.0
2628,2023-03-13,2.0
2629,2023-03-14,71.0
2630,2023-03-15,21.0
2631,2023-03-16,31.0
2632,2023-03-17,17.0
2633,2023-03-18,19.0
2634,2023-03-19,90.0
2635,2023-03-20,9.0
2636,2023-03-21,57.0
2637,2023-03-22,18.0
2638,2023-03-23,23.0
2639,2023-03-24,3.0
2640,2023-03-25,24.0
2641,2023-03-26,36.0
2642,2023-03-27,21.0
2643,2023-03-28,7.0
2644,2023-03-29,14.0
2645,2023-03-30,9.0
2646,2023-03-31,8.0
2647,2023-04-01,46.0
2648,2023-04-02,17.0
2649,2023-04-03,39.0
2650,2023-04-04,21.0
2651,2023-04-05,23.0
2652,2023-04-06,20.0
2653,2023-04-07,46.0
2654,2023-04-08,11.0
2655,2023-04-09,44.0
2656,2023-04-10,18.0
2657,2023-04-11,15.0
2658,2023-04-12,14.0
2659,2023-04-13,34.0
2660,2023-04-14,15.0
2661,2023-04-15,15.0
2662,2023-04-16,27.0
2663,2023-04-17,18.0
2664,2023-04-18,7.0
2665,2023-04-19,18.0
2666,2023-04-20,18.0
2667,2023-04-21,13.0
2668,2023-04-22,18.0
2669,2023-04-23,0.0
2670,2023-04-24,16.0
2671,2023-04-25,9.0
2672,2023-04-26,18.0
2673,2023-04-27,16.0
2674,2023-04-28,17.0
2675,2023-04-29,10.0
2676,2023-04-30,8.0
2677,2023-05-01,11.0
2678,2023-05-02,2.0
2679,2023-05-03,0.0
2680,2023-05-04,0.0
2681,2023-05-05,0.0
2682,2023-05-06,0.0
2683,2023-05-07,0.0
2684,2023-05-08,0.0
2685,2023-05-09,0.0
2686,2023-05-10,0.0
2687,2023-05-11,0.0
2688,2023-05-12,0.0
2689,2023-05-13,0.0
2690,2023-05-14,0.0
2691,2023-05-15,0.0
2692,2023-05-16,0.0
2693,2023-05-17,0.0
2694,2023-05-18,0.0
2695,2023-05-19,0.0
2696,2023-05-20,0.0
2697,2023-05-21,0.0
2698,2023-05-22,0.0
2699,2023-05-23,0.0
2700,2023-05-24,0.0
2701,2023-05-25,0.0
2702,2023-05-26,0.0
2703,2023-05-27,0.0
2704,2023-05-28,0.0
2705,2023-05-29,0.0
2706,2023-05-30,0.0
2707,2023-05-31,0.0
2708,2023-06-01,0.0
2709,2023-06-02,0.0
2710,2023-06-03,0.0
2711,2023-06-04,0.0
2712,2023-06-05,0.0
2713,2023-06-06,0.0
2714,2023-06-07,0.0
2715,2023-06-08,0.0
2716,2023-06-09,0.0
2717,2023-06-10,0.0
2718,2023-06-11,0.0
2719,2023-06-12,0.0
2720,2023-06-13,0.0
2721,2023-06-14,0.0
2722,2023-06-15,0.0
2723,2023-06-16,0.0
2724,2023-06-17,0.0
2725,2023-06-18,0.0
2726,2023-06-19,0.0
2727,2023-06-20,0.0
2728,2023-06-21,0.0
2729,2023-06-22,0.0
2730,2023-06-23,0.0
2731,2023-06-24,0.0
2732,2023-06-25,0.0
2733,2023-06-26,0.0
2734,2023-06-27,0.0
2735,2023-06-28,0.0
2736,2023-06-29,0.0
2737,2023-06-30,0.0
2738,2023-07-01,0.0
2739,2023-07-02,0.0
2740,2023-07-03,0.0
2741,2023-07-04,0.0
2742,2023-07-05,0.0
2743,2023-07-06,0.0
2744,2023-07-07,0.0
2745,2023-07-08,0.0
2746,2023-07-09,0.0
2747,2023-07-10,0.0
2748,2023-07-11,0.0
2749,2023-07-12,0.0
2750,2023-07-13,0.0
2751,2023-07-14,0.0
2752,2023-07-15,0.0
2753,2023-07-16,0.0
2754,2023-07-17,0.0
2755,2023-07-18,0.0
2756,2023-07-19,0.0
2757,2023-07-20,0.0
2758,2023-07-21,0.0
2759,2023-07-22,0.0
2760,2023-07-23,0.0
2761,2023-07-24,0.0
2762,2023-07-25,0.0
2763,2023-07-26,0.0
2764,2023-07-27,0.0
2765,2023-07-28,0.0
2766,2023-07-29,0.0
2767,2023-07-30,0.0
2768,2023-07-31,0.0
2769,2023-08-01,0.0
2770,2023-08-02,0.0
2771,2023-08-03,0.0
2772,2023-08-04,0.0
2773,2023-08-05,0.0
2774,2023-08-06,0.0
2775,2023-08-07,0.0
2776,2023-08-08,0.0
2777,2023-08-09,0.0
2778,2023-08-10,0.0
2779,2023-08-11,0.0
2780,2023-08-12,0.0
2781,2023-08-13,0.0
2782,2023-08-14,0.0
2783,2023-08-15,0.0
2784,2023-08-16,0.0
2785,2023-08-17,0.0
2786,2023-08-18,0.0
2787,2023-08-19,0.0
2788,2023-08-20,0.0
2789,2023-08-21,0.0
2790,2023-08-22,0.0
2791,2023-08-23,0.0
2792,2023-08-24,0.0
2793,2023-08-25,0.0
2794,2023-08-26,0.0
2795,2023-08-27,0.0
2796,2023-08-28,0.0
2797,2023-08-29,0.0
2798,2023-08-30,0.0
2799,2023-08-31,0.0
2800,2023-09-01,0.0
2801,2023-09-02,0.0
2802,2023-09-03,0.0
2803,2023-09-04,0.0
2804,2023-09-05,0.0
2805,2023-09-06,0.0
2806,2023-09-07,0.0
2807,2023-09-08,0.0
2808,2023-09-09,0.0
2809,2023-09-10,0.0
2810,2023-09-11,0.0
2811,2023-09-12,0.0
2812,2023-09-13,0.0
2813,2023-09-14,0.0
2814,2023-09-15,0.0
2815,2023-09-16,0.0
2816,2023-09-17,0.0
2817,2023-09-18,0.0
2818,2023-09-19,0.0
2819,2023-09-20,0.0
2820,2023-09-21,0.0
2821,2023-09-22,0.0
2822,2023-09-23,0.0
2823,2023-09-24,0.0
2824,2023-09-25,0.0
2825,2023-09-26,0.0
2826,2023-09-27,0.0
2827,2023-09-28,0.0
2828,2023-09-29,0.0
2829,2023-09-30,0.0
2830,2023-10-01,0.0
2831,2023-10-02,0.0
2832,2023-10-03,0.0
2833,2023-10-04,0.0
2834,2023-10-05,0.0
2835,2023-10-06,0.0
2836,2023-10-07,0.0
2837,2023-10-08,0.0
2838,2023-10-09,0.0
2839,2023-10-10,0.0
2840,2023-10-11,0.0
2841,2023-10-12,0.0
2842,2023-10-13,0.0
2843,2023-10-14,0.0
2844,2023-10-15,0.0
2845,2023-10-16,0.0
2846,2023-10-17,0.0
2847,2023-10-18,0.0
2848,2023-10-19,0.0
2849,2023-10-20,0.0
2850,2023-10-21,0.0
2851,2023-10-22,0.0
2852,2023-10-23,0.0
2853,2023-10-24,0.0
2854,2023-10-25,0.0
2855,2023-10-26,0.0
2856,2023-10-27,0.0
2857,2023-10-28,0.0
2858,2023-10-29,0.0
2859,2023-10-30,0.0
2860,2023-10-31,0.0
2861,2023-11-01,0.0
2862,2023-11-02,0.0
2863,2023-11-03,0.0
2864,2023-11-04,0.0
2865,2023-11-05,0.0
2866,2023-11-06,0.0
2867,2023-11-07,0.0
2868,2023-11-08,0.0
2869,2023-11-09,0.0
2870,2023-11-10,0.0
2871,2023-11-11,0.0
2872,2023-11-12,0.0
2873,2023-11-13,0.0
2874,2023-11-14,0.0
2875,2023-11-15,0.0
2876,2023-11-16,0.0
2877,2023-11-17,0.0
2878,2023-11-18,0.0
2879,2023-11-19,0.0
2880,2023-11-20,0.0
2881,2023-11-21,0.0
2882,2023-11-22,0.0
2883,2023-11-23,0.0
2884,2023-11-24,0.0
2885,2023-11-25,0.0
2886,2023-11-26,0.0
2887,2023-11-27,0.0
2888,2023-11-28,0.0
2889,2023-11-29,0.0
2890,2023-11-30,0.0
2891,2023-12-01,0.0
2892,2023-12-02,0.0
2893,2023-12-03,0.0
2894,2023-12-04,0.0
2895,2023-12-05,0.0
2896,2023-12-06,0.0
2897,2023-12-07,0.0
2898,2023-12-08,0.0
2899,2023-12-09,0.0
2900,2023-12-10,0.0
2901,2023-12-11,0.0
2902,2023-12-12,0.0
2903,2023-12-13,0.0
2904,2023-12-14,0.0
2905,2023-12-15,0.0
2906,2023-12-16,0.0
2907,2023-12-17,0.0
2908,2023-12-18,0.0
2909,2023-12-19,0.0
2910,2023-12-20,0.0
2911,2023-12-21,0.0
2912,2023-12-22,0.0
2913,2023-12-23,0.0
2914,2023-12-24,0.0
2915,2023-12-25,0.0
2916,2023-12-26,0.0
2917,2023-12-27,0.0
2918,2023-12-28,0.0
2919,2023-12-29,0.0
2920,2023-12-30,0.0
2921,2023-12-31,0.0
